#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   177   0.482683E+04  -0.357494E+02   0.172152E-03  -0.357494E+02   0.795106E+00  -0.640985E-06   0.172152E-03  -0.640985E-06   0.644965E-07
   178   0.484953E+04  -0.351181E+02   0.170640E-03  -0.351181E+02   0.784802E+00  -0.633628E-06   0.170640E-03  -0.633628E-06   0.641454E-07
   179   0.487179E+04  -0.344605E+02   0.169149E-03  -0.344605E+02   0.774405E+00  -0.625599E-06   0.169149E-03  -0.625599E-06   0.637973E-07
   180   0.489378E+04  -0.337781E+02   0.167679E-03  -0.337781E+02   0.764135E+00  -0.616929E-06   0.167679E-03  -0.616929E-06   0.634521E-07
   181   0.491526E+04  -0.330708E+02   0.166230E-03  -0.330708E+02   0.753990E+00  -0.607650E-06   0.166230E-03  -0.607650E-06   0.631097E-07
   182   0.493631E+04  -0.323373E+02   0.164800E-03  -0.323373E+02   0.744042E+00  -0.597792E-06   0.164800E-03  -0.597792E-06   0.627701E-07
   183   0.495686E+04  -0.315788E+02   0.163389E-03  -0.315788E+02   0.734216E+00  -0.587387E-06   0.163389E-03  -0.587387E-06   0.624334E-07
   184   0.497706E+04  -0.307948E+02   0.161996E-03  -0.307948E+02   0.724582E+00  -0.576467E-06   0.161996E-03  -0.576467E-06   0.620994E-07
   185   0.499684E+04  -0.299874E+02   0.160622E-03  -0.299874E+02   0.715287E+00  -0.565062E-06   0.160622E-03  -0.565062E-06   0.617682E-07
   186   0.501582E+04  -0.291535E+02   0.159265E-03  -0.291535E+02   0.706189E+00  -0.553205E-06   0.159265E-03  -0.553205E-06   0.614397E-07
   187   0.503467E+04  -0.282948E+02   0.157925E-03  -0.282948E+02   0.697425E+00  -0.540927E-06   0.157925E-03  -0.540927E-06   0.611139E-07
   188   0.505303E+04  -0.274126E+02   0.156601E-03  -0.274126E+02   0.688980E+00  -0.528260E-06   0.156601E-03  -0.528260E-06   0.607908E-07
   189   0.507082E+04  -0.265055E+02   0.155292E-03  -0.265055E+02   0.680887E+00  -0.515234E-06   0.155292E-03  -0.515234E-06   0.604703E-07
   190   0.508848E+04  -0.255756E+02   0.153999E-03  -0.255756E+02   0.673197E+00  -0.501881E-06   0.153999E-03  -0.501881E-06   0.601524E-07
   191   0.510528E+04  -0.246201E+02   0.152720E-03  -0.246201E+02   0.665930E+00  -0.488233E-06   0.152720E-03  -0.488233E-06   0.598371E-07
   192   0.512174E+04  -0.236410E+02   0.151456E-03  -0.236410E+02   0.659105E+00  -0.474321E-06   0.151456E-03  -0.474321E-06   0.595243E-07
   193   0.513762E+04  -0.226398E+02   0.150205E-03  -0.226398E+02   0.652766E+00  -0.460176E-06   0.150205E-03  -0.460176E-06   0.592141E-07
   194   0.515317E+04  -0.216144E+02   0.148966E-03  -0.216144E+02   0.646940E+00  -0.445830E-06   0.148966E-03  -0.445830E-06   0.589063E-07
   195   0.516815E+04  -0.205669E+02   0.147740E-03  -0.205669E+02   0.641662E+00  -0.431314E-06   0.147740E-03  -0.431314E-06   0.586011E-07
   196   0.518257E+04  -0.194966E+02   0.146526E-03  -0.194966E+02   0.636967E+00  -0.416661E-06   0.146526E-03  -0.416661E-06   0.582982E-07
   197   0.519657E+04  -0.184050E+02   0.145323E-03  -0.184050E+02   0.632896E+00  -0.401900E-06   0.145323E-03  -0.401900E-06   0.579978E-07
   198   0.521008E+04  -0.172912E+02   0.144131E-03  -0.172912E+02   0.629471E+00  -0.387064E-06   0.144131E-03  -0.387064E-06   0.576997E-07
   199   0.522311E+04  -0.161560E+02   0.142949E-03  -0.161560E+02   0.626727E+00  -0.372184E-06   0.142949E-03  -0.372184E-06   0.574040E-07
   200   0.523565E+04  -0.150002E+02   0.141776E-03  -0.150002E+02   0.624690E+00  -0.357292E-06   0.141776E-03  -0.357292E-06   0.571107E-07
   201   0.524764E+04  -0.138229E+02   0.140612E-03  -0.138229E+02   0.623418E+00  -0.342413E-06   0.140612E-03  -0.342413E-06   0.568196E-07
   202   0.525913E+04  -0.126257E+02   0.139457E-03  -0.126257E+02   0.622917E+00  -0.327555E-06   0.139457E-03  -0.327555E-06   0.565308E-07
   203   0.527007E+04  -0.114077E+02   0.138311E-03  -0.114077E+02   0.623245E+00  -0.312718E-06   0.138311E-03  -0.312718E-06   0.562443E-07
   204   0.528037E+04  -0.101720E+02   0.137174E-03  -0.101720E+02   0.624423E+00  -0.297903E-06   0.137174E-03  -0.297903E-06   0.559600E-07
   205   0.529018E+04  -0.891610E+01   0.136046E-03  -0.891610E+01   0.626494E+00  -0.283113E-06   0.136046E-03  -0.283113E-06   0.556779E-07
   206   0.529936E+04  -0.764137E+01   0.134926E-03  -0.764137E+01   0.629494E+00  -0.268348E-06   0.134926E-03  -0.268348E-06   0.553980E-07
   207   0.530805E+04  -0.634820E+01   0.133815E-03  -0.634820E+01   0.633442E+00  -0.253610E-06   0.133815E-03  -0.253610E-06   0.551204E-07
   208   0.531603E+04  -0.503706E+01   0.132712E-03  -0.503706E+01   0.638391E+00  -0.238900E-06   0.132712E-03  -0.238900E-06   0.548448E-07
   209   0.532345E+04  -0.370830E+01   0.131618E-03  -0.370830E+01   0.644361E+00  -0.224219E-06   0.131618E-03  -0.224219E-06   0.545715E-07
   210   0.533031E+04  -0.236275E+01   0.130532E-03  -0.236275E+01   0.651402E+00  -0.209568E-06   0.130532E-03  -0.209568E-06   0.543002E-07
   211   0.533660E+04  -0.100045E+01   0.129455E-03  -0.100045E+01   0.659542E+00  -0.194950E-06   0.129455E-03  -0.194950E-06   0.540311E-07
   212   0.534218E+04   0.377705E+00   0.128386E-03   0.377705E+00   0.668811E+00  -0.180364E-06   0.128386E-03  -0.180364E-06   0.537641E-07
   213   0.534727E+04   0.177180E+01   0.127326E-03   0.177180E+01   0.679250E+00  -0.165813E-06   0.127326E-03  -0.165813E-06   0.534991E-07
   214   0.535172E+04   0.318067E+01   0.126274E-03   0.318067E+01   0.690851E+00  -0.151297E-06   0.126274E-03  -0.151297E-06   0.532362E-07
   215   0.535560E+04   0.460360E+01   0.125230E-03   0.460360E+01   0.703806E+00  -0.136819E-06   0.125230E-03  -0.136819E-06   0.529753E-07
   216   0.535885E+04   0.604116E+01   0.124194E-03   0.604116E+01   0.717928E+00  -0.122378E-06   0.124194E-03  -0.122378E-06   0.527165E-07
   217   0.536160E+04   0.749137E+01   0.123166E-03   0.749137E+01   0.733370E+00  -0.107977E-06   0.123166E-03  -0.107977E-06   0.524596E-07
   218   0.536371E+04   0.895450E+01   0.122146E-03   0.895450E+01   0.750133E+00  -0.936174E-07   0.122146E-03  -0.936174E-07   0.522048E-07
   219   0.536526E+04   0.104315E+02   0.121134E-03   0.104315E+02   0.768213E+00  -0.792995E-07   0.121134E-03  -0.792995E-07   0.519519E-07
   220   0.536624E+04   0.119181E+02   0.120130E-03   0.119181E+02   0.787759E+00  -0.650250E-07   0.120130E-03  -0.650250E-07   0.517009E-07
   221   0.536666E+04   0.134164E+02   0.119134E-03   0.134164E+02   0.808694E+00  -0.507953E-07   0.119134E-03  -0.507953E-07   0.514519E-07
   222   0.536650E+04   0.149250E+02   0.118146E-03   0.149250E+02   0.831166E+00  -0.366115E-07   0.118146E-03  -0.366115E-07   0.512048E-07
   223   0.536563E+04   0.164448E+02   0.117166E-03   0.164448E+02   0.855098E+00  -0.224750E-07   0.117166E-03  -0.224750E-07   0.509595E-07
   224   0.536434E+04   0.179719E+02   0.116193E-03   0.179719E+02   0.880491E+00  -0.838703E-08   0.116193E-03  -0.838703E-08   0.507162E-07
   225   0.536240E+04   0.195095E+02   0.115228E-03   0.195095E+02   0.907489E+00   0.565104E-08   0.115228E-03   0.565104E-08   0.504746E-07
   226   0.535990E+04   0.210538E+02   0.114270E-03   0.210538E+02   0.936093E+00   0.196380E-07   0.114270E-03   0.196380E-07   0.502350E-07
   227   0.535675E+04   0.226064E+02   0.113320E-03   0.226064E+02   0.966300E+00   0.335724E-07   0.113320E-03   0.335724E-07   0.499971E-07
   228   0.535311E+04   0.241658E+02   0.112378E-03   0.241658E+02   0.998110E+00   0.474532E-07   0.112378E-03   0.474532E-07   0.497610E-07
   229   0.534890E+04   0.257306E+02   0.111443E-03   0.257306E+02   0.103159E+01   0.612789E-07   0.111443E-03   0.612789E-07   0.495268E-07
   230   0.534404E+04   0.273016E+02   0.110515E-03   0.273016E+02   0.106675E+01   0.750483E-07   0.110515E-03   0.750483E-07   0.492942E-07
   231   0.533854E+04   0.288780E+02   0.109595E-03   0.288780E+02   0.110366E+01   0.887601E-07   0.109595E-03   0.887601E-07   0.490634E-07
   232   0.533254E+04   0.304584E+02   0.108682E-03   0.304584E+02   0.114223E+01   0.102413E-06   0.108682E-03   0.102413E-06   0.488344E-07
   233   0.532596E+04   0.320414E+02   0.107776E-03   0.320414E+02   0.118270E+01   0.116006E-06   0.107776E-03   0.116006E-06   0.486070E-07
   234   0.531867E+04   0.336277E+02   0.106878E-03   0.336277E+02   0.122491E+01   0.129537E-06   0.106878E-03   0.129537E-06   0.483813E-07
   235   0.531088E+04   0.352159E+02   0.105986E-03   0.352159E+02   0.126893E+01   0.143006E-06   0.105986E-03   0.143006E-06   0.481573E-07
   236   0.530244E+04   0.368060E+02   0.105102E-03   0.368060E+02   0.131477E+01   0.156410E-06   0.105102E-03   0.156410E-06   0.479350E-07
   237   0.529342E+04   0.383966E+02   0.104225E-03   0.383966E+02   0.136249E+01   0.169749E-06   0.104225E-03   0.169749E-06   0.477143E-07
   238   0.528384E+04   0.399877E+02   0.103354E-03   0.399877E+02   0.141217E+01   0.183022E-06   0.103354E-03   0.183022E-06   0.474951E-07
   239   0.527375E+04   0.415786E+02   0.102491E-03   0.415786E+02   0.146366E+01   0.196226E-06   0.102491E-03   0.196226E-06   0.472776E-07
   240   0.526294E+04   0.431672E+02   0.101634E-03   0.431672E+02   0.151704E+01   0.209361E-06   0.101634E-03   0.209361E-06   0.470617E-07
   241   0.525170E+04   0.447541E+02   0.100784E-03   0.447541E+02   0.157244E+01   0.222426E-06   0.100784E-03   0.222426E-06   0.468473E-07
   242   0.523989E+04   0.463387E+02   0.999410E-04   0.463387E+02   0.162972E+01   0.235419E-06   0.999410E-04   0.235419E-06   0.466345E-07
   243   0.522750E+04   0.479196E+02   0.991046E-04   0.479196E+02   0.168903E+01   0.248339E-06   0.991046E-04   0.248339E-06   0.464231E-07
   244   0.521454E+04   0.494975E+02   0.982748E-04   0.494975E+02   0.175028E+01   0.261185E-06   0.982748E-04   0.261185E-06   0.462133E-07
   245   0.520100E+04   0.510695E+02   0.974515E-04   0.510695E+02   0.181356E+01   0.273955E-06   0.974515E-04   0.273955E-06   0.460049E-07
   246   0.518696E+04   0.526371E+02   0.966348E-04   0.526371E+02   0.187886E+01   0.286648E-06   0.966348E-04   0.286648E-06   0.457981E-07
   247   0.517241E+04   0.541981E+02   0.958246E-04   0.541981E+02   0.194611E+01   0.299262E-06   0.958246E-04   0.299262E-06   0.455926E-07
   248   0.515728E+04   0.557526E+02   0.950208E-04   0.557526E+02   0.201567E+01   0.311797E-06   0.950208E-04   0.311797E-06   0.453886E-07
   249   0.514173E+04   0.572998E+02   0.942233E-04   0.572998E+02   0.208703E+01   0.324252E-06   0.942233E-04   0.324252E-06   0.451860E-07
   250   0.512560E+04   0.588383E+02   0.934322E-04   0.588383E+02   0.216063E+01   0.336624E-06   0.934322E-04   0.336624E-06   0.449848E-07
   251   0.510904E+04   0.603690E+02   0.926473E-04   0.603690E+02   0.223616E+01   0.348913E-06   0.926473E-04   0.348913E-06   0.447850E-07
   252   0.509182E+04   0.618902E+02   0.918686E-04   0.618902E+02   0.231386E+01   0.361120E-06   0.918686E-04   0.361120E-06   0.445865E-07
   253   0.507432E+04   0.634006E+02   0.910961E-04   0.634006E+02   0.239351E+01   0.373246E-06   0.910961E-04   0.373246E-06   0.443894E-07
   254   0.505624E+04   0.649002E+02   0.903296E-04   0.649002E+02   0.247540E+01   0.385292E-06   0.903296E-04   0.385292E-06   0.441936E-07
   255   0.503766E+04   0.663890E+02   0.895692E-04   0.663890E+02   0.255924E+01   0.397259E-06   0.895692E-04   0.397259E-06   0.439991E-07
   256   0.501864E+04   0.678670E+02   0.888148E-04   0.678670E+02   0.264540E+01   0.409149E-06   0.888148E-04   0.409149E-06   0.438060E-07
   257   0.499919E+04   0.693262E+02   0.880663E-04   0.693262E+02   0.273344E+01   0.420963E-06   0.880663E-04   0.420963E-06   0.436142E-07
   258   0.497924E+04   0.707790E+02   0.873237E-04   0.707790E+02   0.282373E+01   0.432701E-06   0.873237E-04   0.432701E-06   0.434237E-07
   259   0.495885E+04   0.722108E+02   0.865869E-04   0.722108E+02   0.291613E+01   0.444365E-06   0.865869E-04   0.444365E-06   0.432344E-07
   260   0.493810E+04   0.736364E+02   0.858559E-04   0.736364E+02   0.301063E+01   0.455957E-06   0.858559E-04   0.455957E-06   0.430465E-07
   261   0.491684E+04   0.750335E+02   0.851305E-04   0.750335E+02   0.310718E+01   0.467476E-06   0.851305E-04   0.467476E-06   0.428598E-07
   262   0.489508E+04   0.764245E+02   0.844108E-04   0.764245E+02   0.320598E+01   0.478926E-06   0.844108E-04   0.478926E-06   0.426743E-07
   263   0.487317E+04   0.778019E+02   0.836968E-04   0.778019E+02   0.330683E+01   0.490306E-06   0.836968E-04   0.490306E-06   0.424901E-07
   264   0.485069E+04   0.791583E+02   0.829882E-04   0.791583E+02   0.340979E+01   0.501618E-06   0.829882E-04   0.501618E-06   0.423072E-07
   265   0.482769E+04   0.804864E+02   0.822852E-04   0.804864E+02   0.351480E+01   0.512863E-06   0.822852E-04   0.512863E-06   0.421255E-07
   266   0.480441E+04   0.818084E+02   0.815876E-04   0.818084E+02   0.362207E+01   0.524042E-06   0.815876E-04   0.524042E-06   0.419449E-07
   267   0.478062E+04   0.831021E+02   0.808953E-04   0.831021E+02   0.373125E+01   0.535156E-06   0.808953E-04   0.535156E-06   0.417656E-07
   268   0.475646E+04   0.843823E+02   0.802084E-04   0.843823E+02   0.384271E+01   0.546207E-06   0.802084E-04   0.546207E-06   0.415875E-07
   269   0.473180E+04   0.856417E+02   0.795268E-04   0.856417E+02   0.395614E+01   0.557196E-06   0.795268E-04   0.557196E-06   0.414106E-07
   270   0.470692E+04   0.868803E+02   0.788504E-04   0.868803E+02   0.407163E+01   0.568124E-06   0.788504E-04   0.568124E-06   0.412348E-07
   271   0.468160E+04   0.880981E+02   0.781791E-04   0.880981E+02   0.418910E+01   0.578992E-06   0.781791E-04   0.578992E-06   0.410602E-07
   272   0.465607E+04   0.892877E+02   0.775130E-04   0.892877E+02   0.430886E+01   0.589801E-06   0.775130E-04   0.589801E-06   0.408868E-07
   273   0.463010E+04   0.904640E+02   0.768518E-04   0.904640E+02   0.443030E+01   0.600553E-06   0.768518E-04   0.600553E-06   0.407144E-07
   274   0.460384E+04   0.916047E+02   0.761957E-04   0.916047E+02   0.455404E+01   0.611248E-06   0.761957E-04   0.611248E-06   0.405433E-07
   275   0.457721E+04   0.927322E+02   0.755446E-04   0.927322E+02   0.467955E+01   0.621888E-06   0.755446E-04   0.621888E-06   0.403732E-07
   276   0.455037E+04   0.938241E+02   0.748983E-04   0.938241E+02   0.480705E+01   0.632474E-06   0.748983E-04   0.632474E-06   0.402043E-07
   277   0.452309E+04   0.949028E+02   0.742568E-04   0.949028E+02   0.493655E+01   0.643007E-06   0.742568E-04   0.643007E-06   0.400364E-07
   278   0.449560E+04   0.959460E+02   0.736202E-04   0.959460E+02   0.506797E+01   0.653488E-06   0.736202E-04   0.653488E-06   0.398696E-07
   279   0.446781E+04   0.969612E+02   0.729882E-04   0.969612E+02   0.520125E+01   0.663919E-06   0.729882E-04   0.663919E-06   0.397040E-07
   280   0.443973E+04   0.979633E+02   0.723609E-04   0.979633E+02   0.533638E+01   0.674301E-06   0.723609E-04   0.674301E-06   0.395393E-07
   281   0.441150E+04   0.989300E+02   0.717383E-04   0.989300E+02   0.547344E+01   0.684635E-06   0.717383E-04   0.684635E-06   0.393758E-07
   282   0.438284E+04   0.998687E+02   0.711202E-04   0.998687E+02   0.561214E+01   0.694921E-06   0.711202E-04   0.694921E-06   0.392133E-07
   283   0.435403E+04   0.100780E+03   0.705065E-04   0.100780E+03   0.575271E+01   0.705162E-06   0.705065E-04   0.705162E-06   0.390518E-07
   284   0.432500E+04   0.101662E+03   0.698974E-04   0.101662E+03   0.589506E+01   0.715358E-06   0.698974E-04   0.715358E-06   0.388914E-07
   285   0.429575E+04   0.102517E+03   0.692926E-04   0.102517E+03   0.603920E+01   0.725511E-06   0.692926E-04   0.725511E-06   0.387319E-07
   286   0.426621E+04   0.103337E+03   0.686922E-04   0.103337E+03   0.618499E+01   0.735621E-06   0.686922E-04   0.735621E-06   0.385735E-07
   287   0.423645E+04   0.104137E+03   0.680960E-04   0.104137E+03   0.633243E+01   0.745690E-06   0.680960E-04   0.745690E-06   0.384161E-07
   288   0.420654E+04   0.104901E+03   0.675041E-04   0.104901E+03   0.648152E+01   0.755720E-06   0.675041E-04   0.755720E-06   0.382596E-07
   289   0.417641E+04   0.105637E+03   0.669164E-04   0.105637E+03   0.663219E+01   0.765710E-06   0.669164E-04   0.765710E-06   0.381041E-07
   290   0.414613E+04   0.106346E+03   0.663327E-04   0.106346E+03   0.678429E+01   0.775663E-06   0.663327E-04   0.775663E-06   0.379496E-07
   291   0.411571E+04   0.107012E+03   0.657532E-04   0.107012E+03   0.693856E+01   0.785580E-06   0.657532E-04   0.785580E-06   0.377961E-07
   292   0.408484E+04   0.107657E+03   0.651776E-04   0.107657E+03   0.709390E+01   0.795461E-06   0.651776E-04   0.795461E-06   0.376434E-07
   293   0.405412E+04   0.108261E+03   0.646060E-04   0.108261E+03   0.724994E+01   0.805309E-06   0.646060E-04   0.805309E-06   0.374917E-07
   294   0.402311E+04   0.108844E+03   0.640383E-04   0.108844E+03   0.740816E+01   0.815123E-06   0.640383E-04   0.815123E-06   0.373410E-07
   295   0.399217E+04   0.109384E+03   0.634745E-04   0.109384E+03   0.756707E+01   0.824906E-06   0.634745E-04   0.824906E-06   0.371911E-07
   296   0.396093E+04   0.109897E+03   0.629144E-04   0.109897E+03   0.772818E+01   0.834659E-06   0.629144E-04   0.834659E-06   0.370422E-07
   297   0.392961E+04   0.110382E+03   0.623581E-04   0.110382E+03   0.788925E+01   0.844381E-06   0.623581E-04   0.844381E-06   0.368941E-07
   298   0.389808E+04   0.110825E+03   0.618055E-04   0.110825E+03   0.805251E+01   0.854076E-06   0.618055E-04   0.854076E-06   0.367469E-07
   299   0.386654E+04   0.111233E+03   0.612564E-04   0.111233E+03   0.821722E+01   0.863744E-06   0.612564E-04   0.863744E-06   0.366006E-07
   300   0.383485E+04   0.111606E+03   0.607110E-04   0.111606E+03   0.838190E+01   0.873386E-06   0.607110E-04   0.873386E-06   0.364551E-07
   301   0.380308E+04   0.111952E+03   0.601691E-04   0.111952E+03   0.854804E+01   0.883002E-06   0.601691E-04   0.883002E-06   0.363105E-07
   302   0.377132E+04   0.112270E+03   0.596307E-04   0.112270E+03   0.871489E+01   0.892589E-06   0.596307E-04   0.892589E-06   0.361667E-07
   303   0.373947E+04   0.112545E+03   0.590958E-04   0.112545E+03   0.888321E+01   0.902140E-06   0.590958E-04   0.902140E-06   0.360238E-07
   304   0.370755E+04   0.112779E+03   0.585644E-04   0.112779E+03   0.905299E+01   0.911651E-06   0.585644E-04   0.911651E-06   0.358817E-07
   305   0.367562E+04   0.112984E+03   0.580366E-04   0.112984E+03   0.922277E+01   0.921116E-06   0.580366E-04   0.921116E-06   0.357404E-07
   306   0.364361E+04   0.113155E+03   0.575123E-04   0.113155E+03   0.939327E+01   0.930531E-06   0.575123E-04   0.930531E-06   0.355999E-07
   307   0.361160E+04   0.113283E+03   0.569916E-04   0.113283E+03   0.956452E+01   0.939889E-06   0.569916E-04   0.939889E-06   0.354603E-07
   308   0.357959E+04   0.113391E+03   0.564743E-04   0.113391E+03   0.973799E+01   0.949187E-06   0.564743E-04   0.949187E-06   0.353214E-07
   309   0.354764E+04   0.113449E+03   0.559607E-04   0.113449E+03   0.991072E+01   0.958417E-06   0.559607E-04   0.958417E-06   0.351834E-07
   310   0.351561E+04   0.113479E+03   0.554505E-04   0.113479E+03   0.100835E+02   0.967576E-06   0.554505E-04   0.967576E-06   0.350461E-07
   311   0.348365E+04   0.113466E+03   0.549439E-04   0.113466E+03   0.102584E+02   0.976659E-06   0.549439E-04   0.976659E-06   0.349096E-07
   312   0.345176E+04   0.113426E+03   0.544409E-04   0.113426E+03   0.104327E+02   0.985658E-06   0.544409E-04   0.985658E-06   0.347739E-07
   313   0.341985E+04   0.113343E+03   0.539414E-04   0.113343E+03   0.106077E+02   0.994571E-06   0.539414E-04   0.994571E-06   0.346390E-07
   314   0.338802E+04   0.113232E+03   0.534455E-04   0.113232E+03   0.107835E+02   0.100339E-05   0.534455E-04   0.100339E-05   0.345049E-07
   315   0.335625E+04   0.113079E+03   0.529531E-04   0.113079E+03   0.109586E+02   0.101211E-05   0.529531E-04   0.101211E-05   0.343715E-07
   316   0.332454E+04   0.112890E+03   0.524643E-04   0.112890E+03   0.111344E+02   0.102073E-05   0.524643E-04   0.102073E-05   0.342389E-07
   317   0.329290E+04   0.112665E+03   0.519791E-04   0.112665E+03   0.113096E+02   0.102924E-05   0.519791E-04   0.102924E-05   0.341070E-07
   318   0.326133E+04   0.112406E+03   0.514974E-04   0.112406E+03   0.114862E+02   0.103764E-05   0.514974E-04   0.103764E-05   0.339759E-07
