#    L    TT             EE             TE             PP             TP          
  2866   0.278568E+02   0.143990E+01  -0.103413E+01   0.235725E+05   0.112121E+01
  2867   0.277639E+02   0.144120E+01  -0.104994E+01   0.235479E+05   0.110739E+01
  2868   0.276725E+02   0.144237E+01  -0.106574E+01   0.235234E+05   0.109352E+01
  2869   0.275826E+02   0.144339E+01  -0.108170E+01   0.234988E+05   0.107960E+01
  2870   0.274949E+02   0.144436E+01  -0.109788E+01   0.234743E+05   0.106565E+01
  2871   0.274072E+02   0.144518E+01  -0.111407E+01   0.234499E+05   0.105167E+01
  2872   0.273225E+02   0.144594E+01  -0.113032E+01   0.234254E+05   0.103767E+01
  2873   0.272393E+02   0.144648E+01  -0.114658E+01   0.234010E+05   0.102367E+01
  2874   0.271575E+02   0.144703E+01  -0.116307E+01   0.233766E+05   0.100968E+01
  2875   0.270766E+02   0.144730E+01  -0.117948E+01   0.233523E+05   0.995693E+00
  2876   0.269979E+02   0.144750E+01  -0.119604E+01   0.233279E+05   0.981732E+00
  2877   0.269200E+02   0.144770E+01  -0.121253E+01   0.233036E+05   0.967805E+00
  2878   0.268436E+02   0.144776E+01  -0.122909E+01   0.232793E+05   0.953920E+00
  2879   0.267694E+02   0.144761E+01  -0.124565E+01   0.232551E+05   0.940087E+00
  2880   0.266961E+02   0.144746E+01  -0.126229E+01   0.232308E+05   0.926317E+00
  2881   0.266243E+02   0.144710E+01  -0.127893E+01   0.232066E+05   0.912618E+00
  2882   0.265548E+02   0.144666E+01  -0.129556E+01   0.231825E+05   0.899001E+00
  2883   0.264861E+02   0.144616E+01  -0.131220E+01   0.231583E+05   0.885475E+00
  2884   0.264189E+02   0.144558E+01  -0.132876E+01   0.231342E+05   0.872051E+00
  2885   0.263533E+02   0.144486E+01  -0.134540E+01   0.231101E+05   0.858736E+00
  2886   0.262893E+02   0.144399E+01  -0.136196E+01   0.230860E+05   0.845543E+00
  2887   0.262261E+02   0.144290E+01  -0.137845E+01   0.230620E+05   0.832479E+00
  2888   0.261645E+02   0.144182E+01  -0.139494E+01   0.230379E+05   0.819556E+00
  2889   0.261044E+02   0.144051E+01  -0.141127E+01   0.230140E+05   0.806782E+00
  2890   0.260459E+02   0.143913E+01  -0.142768E+01   0.229900E+05   0.794167E+00
  2891   0.259883E+02   0.143768E+01  -0.144380E+01   0.229660E+05   0.781721E+00
  2892   0.259323E+02   0.143607E+01  -0.145998E+01   0.229421E+05   0.769454E+00
  2893   0.258771E+02   0.143439E+01  -0.147617E+01   0.229182E+05   0.757376E+00
  2894   0.258243E+02   0.143257E+01  -0.149242E+01   0.228944E+05   0.745496E+00
  2895   0.257723E+02   0.143059E+01  -0.150831E+01   0.228705E+05   0.733824E+00
  2896   0.257212E+02   0.142853E+01  -0.152419E+01   0.228467E+05   0.722369E+00
  2897   0.256725E+02   0.142633E+01  -0.154007E+01   0.228229E+05   0.711142E+00
  2898   0.256239E+02   0.142404E+01  -0.155580E+01   0.227992E+05   0.700152E+00
  2899   0.255769E+02   0.142168E+01  -0.157130E+01   0.227754E+05   0.689409E+00
  2900   0.255316E+02   0.141917E+01  -0.158666E+01   0.227517E+05   0.678922E+00
  2901   0.254871E+02   0.141658E+01  -0.160193E+01   0.227280E+05   0.668700E+00
  2902   0.254443E+02   0.141383E+01  -0.161713E+01   0.227044E+05   0.658741E+00
  2903   0.254024E+02   0.141093E+01  -0.163218E+01   0.226807E+05   0.649043E+00
  2904   0.253614E+02   0.140802E+01  -0.164699E+01   0.226571E+05   0.639604E+00
  2905   0.253214E+02   0.140496E+01  -0.166165E+01   0.226335E+05   0.630420E+00
  2906   0.252829E+02   0.140168E+01  -0.167615E+01   0.226100E+05   0.621489E+00
  2907   0.252461E+02   0.139838E+01  -0.169057E+01   0.225864E+05   0.612809E+00
  2908   0.252095E+02   0.139508E+01  -0.170475E+01   0.225629E+05   0.604377E+00
  2909   0.251737E+02   0.139162E+01  -0.171870E+01   0.225394E+05   0.596190E+00
  2910   0.251404E+02   0.138793E+01  -0.173256E+01   0.225160E+05   0.588245E+00
  2911   0.251072E+02   0.138424E+01  -0.174611E+01   0.224925E+05   0.580540E+00
  2912   0.250757E+02   0.138046E+01  -0.175964E+01   0.224691E+05   0.573073E+00
  2913   0.250436E+02   0.137653E+01  -0.177285E+01   0.224458E+05   0.565840E+00
  2914   0.250139E+02   0.137266E+01  -0.178583E+01   0.224224E+05   0.558839E+00
  2915   0.249844E+02   0.136848E+01  -0.179871E+01   0.223991E+05   0.552067E+00
  2916   0.249566E+02   0.136430E+01  -0.181127E+01   0.223758E+05   0.545522E+00
  2917   0.249289E+02   0.135996E+01  -0.182358E+01   0.223525E+05   0.539202E+00
  2918   0.249021E+02   0.135560E+01  -0.183587E+01   0.223292E+05   0.533102E+00
  2919   0.248763E+02   0.135102E+01  -0.184769E+01   0.223060E+05   0.527221E+00
  2920   0.248506E+02   0.134650E+01  -0.185941E+01   0.222828E+05   0.521557E+00
  2921   0.248274E+02   0.134182E+01  -0.187080E+01   0.222596E+05   0.516106E+00
  2922   0.248043E+02   0.133705E+01  -0.188195E+01   0.222364E+05   0.510865E+00
  2923   0.247814E+02   0.133213E+01  -0.189291E+01   0.222133E+05   0.505833E+00
  2924   0.247602E+02   0.132719E+01  -0.190354E+01   0.221902E+05   0.501007E+00
  2925   0.247391E+02   0.132224E+01  -0.191392E+01   0.221671E+05   0.496383E+00
  2926   0.247190E+02   0.131713E+01  -0.192404E+01   0.221441E+05   0.491960E+00
  2927   0.246991E+02   0.131178E+01  -0.193390E+01   0.221210E+05   0.487734E+00
  2928   0.246801E+02   0.130635E+01  -0.194350E+01   0.220980E+05   0.483704E+00
  2929   0.246621E+02   0.130127E+01  -0.195284E+01   0.220750E+05   0.479865E+00
  2930   0.246449E+02   0.129581E+01  -0.196192E+01   0.220521E+05   0.476217E+00
  2931   0.246280E+02   0.129034E+01  -0.197066E+01   0.220291E+05   0.472755E+00
  2932   0.246120E+02   0.128478E+01  -0.197914E+01   0.220062E+05   0.469478E+00
  2933   0.245955E+02   0.127912E+01  -0.198749E+01   0.219833E+05   0.466383E+00
  2934   0.245799E+02   0.127338E+01  -0.199544E+01   0.219605E+05   0.463467E+00
  2935   0.245652E+02   0.126763E+01  -0.200303E+01   0.219377E+05   0.460727E+00
  2936   0.245508E+02   0.126171E+01  -0.201021E+01   0.219148E+05   0.458162E+00
  2937   0.245365E+02   0.125585E+01  -0.201735E+01   0.218921E+05   0.455767E+00
  2938   0.245232E+02   0.124975E+01  -0.202398E+01   0.218693E+05   0.453541E+00
  2939   0.245108E+02   0.124371E+01  -0.203035E+01   0.218466E+05   0.451481E+00
  2940   0.244987E+02   0.123765E+01  -0.203658E+01   0.218238E+05   0.449585E+00
  2941   0.244860E+02   0.123142E+01  -0.204239E+01   0.218011E+05   0.447849E+00
  2942   0.244742E+02   0.122526E+01  -0.204785E+01   0.217785E+05   0.446271E+00
  2943   0.244627E+02   0.121892E+01  -0.205311E+01   0.217558E+05   0.444849E+00
  2944   0.244514E+02   0.121257E+01  -0.205801E+01   0.217332E+05   0.443579E+00
  2945   0.244410E+02   0.120613E+01  -0.206263E+01   0.217106E+05   0.442459E+00
  2946   0.244301E+02   0.119966E+01  -0.206689E+01   0.216881E+05   0.441487E+00
  2947   0.244202E+02   0.119318E+01  -0.207094E+01   0.216655E+05   0.440660E+00
  2948   0.244104E+02   0.118661E+01  -0.207456E+01   0.216430E+05   0.439975E+00
  2949   0.244002E+02   0.118001E+01  -0.207789E+01   0.216205E+05   0.439429E+00
  2950   0.243909E+02   0.117332E+01  -0.208101E+01   0.215980E+05   0.439021E+00
  2951   0.243818E+02   0.116662E+01  -0.208377E+01   0.215756E+05   0.438748E+00
  2952   0.243729E+02   0.115989E+01  -0.208623E+01   0.215532E+05   0.438617E+00
  2953   0.243636E+02   0.115321E+01  -0.208826E+01   0.215308E+05   0.438635E+00
  2954   0.243544E+02   0.114637E+01  -0.209014E+01   0.215084E+05   0.438810E+00
  2955   0.243462E+02   0.113951E+01  -0.209157E+01   0.214860E+05   0.439149E+00
  2956   0.243374E+02   0.113263E+01  -0.209272E+01   0.214637E+05   0.439659E+00
  2957   0.243288E+02   0.112572E+01  -0.209364E+01   0.214414E+05   0.440348E+00
  2958   0.243205E+02   0.111880E+01  -0.209419E+01   0.214191E+05   0.441223E+00
  2959   0.243116E+02   0.111179E+01  -0.209452E+01   0.213969E+05   0.442292E+00
  2960   0.243029E+02   0.110490E+01  -0.209440E+01   0.213746E+05   0.443562E+00
  2961   0.242951E+02   0.109785E+01  -0.209406E+01   0.213524E+05   0.445040E+00
  2962   0.242860E+02   0.109077E+01  -0.209348E+01   0.213302E+05   0.446734E+00
  2963   0.242779E+02   0.108383E+01  -0.209246E+01   0.213081E+05   0.448652E+00
  2964   0.242685E+02   0.107672E+01  -0.209113E+01   0.212859E+05   0.450801E+00
  2965   0.242599E+02   0.106966E+01  -0.208957E+01   0.212638E+05   0.453187E+00
  2966   0.242509E+02   0.106259E+01  -0.208771E+01   0.212417E+05   0.455820E+00
  2967   0.242412E+02   0.105549E+01  -0.208554E+01   0.212196E+05   0.458705E+00
  2968   0.242318E+02   0.104838E+01  -0.208306E+01   0.211976E+05   0.461851E+00
  2969   0.242217E+02   0.104125E+01  -0.208020E+01   0.211756E+05   0.465265E+00
  2970   0.242118E+02   0.103410E+01  -0.207710E+01   0.211536E+05   0.468954E+00
  2971   0.242029E+02   0.102700E+01  -0.207384E+01   0.211316E+05   0.472925E+00
  2972   0.241926E+02   0.101989E+01  -0.207012E+01   0.211097E+05   0.477187E+00
  2973   0.241817E+02   0.101276E+01  -0.206623E+01   0.210877E+05   0.481747E+00
  2974   0.241725E+02   0.100561E+01  -0.206196E+01   0.210658E+05   0.486611E+00
  2975   0.241619E+02   0.998517E+00  -0.205752E+01   0.210439E+05   0.491788E+00
  2976   0.241500E+02   0.991331E+00  -0.205268E+01   0.210221E+05   0.497285E+00
  2977   0.241398E+02   0.984275E+00  -0.204768E+01   0.210002E+05   0.503109E+00
  2978   0.241275E+02   0.977202E+00  -0.204236E+01   0.209784E+05   0.509268E+00
  2979   0.241153E+02   0.970185E+00  -0.203679E+01   0.209566E+05   0.515769E+00
  2980   0.241032E+02   0.963076E+00  -0.203090E+01   0.209349E+05   0.522620E+00
  2981   0.240906E+02   0.956097E+00  -0.202476E+01   0.209131E+05   0.529827E+00
  2982   0.240766E+02   0.949027E+00  -0.201837E+01   0.208914E+05   0.537399E+00
  2983   0.240627E+02   0.942013E+00  -0.201174E+01   0.208697E+05   0.545343E+00
  2984   0.240490E+02   0.935056E+00  -0.200485E+01   0.208480E+05   0.553666E+00
  2985   0.240346E+02   0.928082E+00  -0.199763E+01   0.208264E+05   0.562376E+00
  2986   0.240196E+02   0.921164E+00  -0.199024E+01   0.208048E+05   0.571479E+00
  2987   0.240048E+02   0.914229E+00  -0.198266E+01   0.207832E+05   0.580985E+00
  2988   0.239893E+02   0.907277E+00  -0.197461E+01   0.207616E+05   0.590899E+00
  2989   0.239732E+02   0.900531E+00  -0.196644E+01   0.207400E+05   0.601229E+00
  2990   0.239572E+02   0.893694E+00  -0.195810E+01   0.207185E+05   0.611984E+00
  2991   0.239399E+02   0.886839E+00  -0.194949E+01   0.206970E+05   0.623169E+00
  2992   0.239219E+02   0.880190E+00  -0.194062E+01   0.206755E+05   0.634794E+00
  2993   0.239040E+02   0.873451E+00  -0.193157E+01   0.206540E+05   0.646864E+00
  2994   0.238848E+02   0.866694E+00  -0.192233E+01   0.206326E+05   0.659388E+00
  2995   0.238656E+02   0.860144E+00  -0.191267E+01   0.206112E+05   0.672372E+00
  2996   0.238465E+02   0.853577E+00  -0.190305E+01   0.205898E+05   0.685825E+00
  2997   0.238261E+02   0.846994E+00  -0.189302E+01   0.205684E+05   0.699754E+00
  2998   0.238050E+02   0.840468E+00  -0.188301E+01   0.205470E+05   0.714166E+00
  2999   0.237832E+02   0.834000E+00  -0.187259E+01   0.205257E+05   0.729068E+00
  3000   0.237616E+02   0.827591E+00  -0.186204E+01   0.205044E+05   0.744469E+00
  3001   0.237393E+02   0.821165E+00  -0.185130E+01   0.204831E+05   0.760370E+00
  3002   0.237163E+02   0.814872E+00  -0.184037E+01   0.204618E+05   0.776754E+00
  3003   0.236919E+02   0.808563E+00  -0.182931E+01   0.204406E+05   0.793599E+00
  3004   0.236676E+02   0.802314E+00  -0.181798E+01   0.204194E+05   0.810884E+00
  3005   0.236426E+02   0.796198E+00  -0.180645E+01   0.203982E+05   0.828585E+00
  3006   0.236177E+02   0.790067E+00  -0.179481E+01   0.203770E+05   0.846680E+00
  3007   0.235913E+02   0.783997E+00  -0.178304E+01   0.203559E+05   0.865148E+00
  3008   0.235651E+02   0.777912E+00  -0.177107E+01   0.203347E+05   0.883966E+00
  3009   0.235374E+02   0.772000E+00  -0.175898E+01   0.203136E+05   0.903113E+00
  3010   0.235097E+02   0.766163E+00  -0.174670E+01   0.202925E+05   0.922564E+00
  3011   0.234814E+02   0.760306E+00  -0.173429E+01   0.202715E+05   0.942300E+00
  3012   0.234523E+02   0.754533E+00  -0.172176E+01   0.202504E+05   0.962297E+00
  3013   0.234218E+02   0.748815E+00  -0.170903E+01   0.202294E+05   0.982534E+00
  3014   0.233922E+02   0.743188E+00  -0.169625E+01   0.202084E+05   0.100299E+01
  3015   0.233603E+02   0.737594E+00  -0.168328E+01   0.201874E+05   0.102364E+01
  3016   0.233292E+02   0.732070E+00  -0.167033E+01   0.201665E+05   0.104446E+01
  3017   0.232958E+02   0.726617E+00  -0.165711E+01   0.201456E+05   0.106543E+01
  3018   0.232633E+02   0.721220E+00  -0.164392E+01   0.201246E+05   0.108653E+01
  3019   0.232293E+02   0.715880E+00  -0.163053E+01   0.201038E+05   0.110774E+01
  3020   0.231953E+02   0.710626E+00  -0.161709E+01   0.200829E+05   0.112903E+01
  3021   0.231591E+02   0.705443E+00  -0.160360E+01   0.200621E+05   0.115038E+01
  3022   0.231237E+02   0.700326E+00  -0.158999E+01   0.200412E+05   0.117177E+01
  3023   0.230860E+02   0.695289E+00  -0.157625E+01   0.200204E+05   0.119318E+01
  3024   0.230491E+02   0.690316E+00  -0.156239E+01   0.199997E+05   0.121458E+01
  3025   0.230122E+02   0.685418E+00  -0.154856E+01   0.199789E+05   0.123596E+01
  3026   0.229753E+02   0.680599E+00  -0.153460E+01   0.199582E+05   0.125729E+01
  3027   0.229362E+02   0.675848E+00  -0.152059E+01   0.199375E+05   0.127855E+01
  3028   0.228963E+02   0.671178E+00  -0.150653E+01   0.199168E+05   0.129971E+01
  3029   0.228557E+02   0.666582E+00  -0.149250E+01   0.198961E+05   0.132076E+01
  3030   0.228150E+02   0.662068E+00  -0.147834E+01   0.198755E+05   0.134167E+01
  3031   0.227736E+02   0.657615E+00  -0.146421E+01   0.198548E+05   0.136242E+01
  3032   0.227314E+02   0.653252E+00  -0.145003E+01   0.198342E+05   0.138299E+01
  3033   0.226885E+02   0.648950E+00  -0.143579E+01   0.198137E+05   0.140336E+01
  3034   0.226448E+02   0.644746E+00  -0.142151E+01   0.197931E+05   0.142350E+01
  3035   0.226010E+02   0.640618E+00  -0.140725E+01   0.197726E+05   0.144339E+01
  3036   0.225565E+02   0.636560E+00  -0.139287E+01   0.197520E+05   0.146301E+01
  3037   0.225104E+02   0.632586E+00  -0.137859E+01   0.197316E+05   0.148233E+01
  3038   0.224651E+02   0.628690E+00  -0.136425E+01   0.197111E+05   0.150134E+01
  3039   0.224182E+02   0.624863E+00  -0.135001E+01   0.196906E+05   0.152002E+01
  3040   0.223713E+02   0.621129E+00  -0.133573E+01   0.196702E+05   0.153833E+01
  3041   0.223228E+02   0.617474E+00  -0.132139E+01   0.196498E+05   0.155626E+01
  3042   0.222750E+02   0.613897E+00  -0.130715E+01   0.196294E+05   0.157379E+01
  3043   0.222250E+02   0.610399E+00  -0.129286E+01   0.196090E+05   0.159089E+01
  3044   0.221748E+02   0.606995E+00  -0.127859E+01   0.195887E+05   0.160755E+01
  3045   0.221247E+02   0.603656E+00  -0.126442E+01   0.195684E+05   0.162373E+01
  3046   0.220736E+02   0.600412E+00  -0.125020E+01   0.195481E+05   0.163942E+01
  3047   0.220226E+02   0.597240E+00  -0.123608E+01   0.195278E+05   0.165460E+01
  3048   0.219707E+02   0.594141E+00  -0.122191E+01   0.195075E+05   0.166924E+01
  3049   0.219179E+02   0.591138E+00  -0.120783E+01   0.194873E+05   0.168332E+01
  3050   0.218651E+02   0.588216E+00  -0.119385E+01   0.194671E+05   0.169681E+01
  3051   0.218100E+02   0.585368E+00  -0.117982E+01   0.194469E+05   0.170972E+01
  3052   0.217563E+02   0.582594E+00  -0.116589E+01   0.194267E+05   0.172203E+01
  3053   0.217010E+02   0.579917E+00  -0.115198E+01   0.194066E+05   0.173376E+01
  3054   0.216464E+02   0.577308E+00  -0.113825E+01   0.193864E+05   0.174492E+01
  3055   0.215909E+02   0.574781E+00  -0.112454E+01   0.193663E+05   0.175553E+01
  3056   0.215346E+02   0.572336E+00  -0.111086E+01   0.193462E+05   0.176560E+01
  3057   0.214774E+02   0.569967E+00  -0.109728E+01   0.193262E+05   0.177514E+01
  3058   0.214202E+02   0.567681E+00  -0.108388E+01   0.193061E+05   0.178417E+01
  3059   0.213621E+02   0.565471E+00  -0.107043E+01   0.192861E+05   0.179268E+01
  3060   0.213039E+02   0.563337E+00  -0.105709E+01   0.192661E+05   0.180071E+01
  3061   0.212449E+02   0.561287E+00  -0.104393E+01   0.192461E+05   0.180826E+01
  3062   0.211865E+02   0.559322E+00  -0.103087E+01   0.192261E+05   0.181534E+01
  3063   0.211273E+02   0.557411E+00  -0.101777E+01   0.192062E+05   0.182196E+01
  3064   0.210665E+02   0.555599E+00  -0.100485E+01   0.191863E+05   0.182815E+01
  3065   0.210063E+02   0.553850E+00  -0.992041E+00   0.191664E+05   0.183390E+01
  3066   0.209453E+02   0.552186E+00  -0.979415E+00   0.191465E+05   0.183923E+01
  3067   0.208841E+02   0.550593E+00  -0.966898E+00   0.191266E+05   0.184416E+01
  3068   0.208229E+02   0.549085E+00  -0.954418E+00   0.191068E+05   0.184870E+01
  3069   0.207608E+02   0.547640E+00  -0.942198E+00   0.190870E+05   0.185286E+01
  3070   0.206979E+02   0.546267E+00  -0.930015E+00   0.190672E+05   0.185665E+01
  3071   0.206348E+02   0.544966E+00  -0.917945E+00   0.190474E+05   0.186008E+01
  3072   0.205717E+02   0.543743E+00  -0.906137E+00   0.190276E+05   0.186317E+01
  3073   0.205084E+02   0.542585E+00  -0.894370E+00   0.190079E+05   0.186593E+01
  3074   0.204450E+02   0.541500E+00  -0.882792E+00   0.189882E+05   0.186837E+01
  3075   0.203808E+02   0.540487E+00  -0.871256E+00   0.189685E+05   0.187050E+01
  3076   0.203171E+02   0.539546E+00  -0.859985E+00   0.189488E+05   0.187234E+01
  3077   0.202519E+02   0.538671E+00  -0.848832E+00   0.189292E+05   0.187390E+01
  3078   0.201881E+02   0.537862E+00  -0.837797E+00   0.189095E+05   0.187518E+01
  3079   0.201226E+02   0.537126E+00  -0.826955E+00   0.188899E+05   0.187622E+01
  3080   0.200577E+02   0.536449E+00  -0.816307E+00   0.188703E+05   0.187701E+01
  3081   0.199920E+02   0.535839E+00  -0.805743E+00   0.188507E+05   0.187756E+01
  3082   0.199262E+02   0.535295E+00  -0.795412E+00   0.188312E+05   0.187790E+01
  3083   0.198602E+02   0.534826E+00  -0.785218E+00   0.188117E+05   0.187803E+01
  3084   0.197949E+02   0.534409E+00  -0.775170E+00   0.187922E+05   0.187796E+01
  3085   0.197279E+02   0.534052E+00  -0.765334E+00   0.187727E+05   0.187772E+01
  3086   0.196616E+02   0.533755E+00  -0.755652E+00   0.187532E+05   0.187730E+01
  3087   0.195951E+02   0.533519E+00  -0.746163E+00   0.187337E+05   0.187672E+01
  3088   0.195285E+02   0.533351E+00  -0.736845E+00   0.187143E+05   0.187600E+01
  3089   0.194618E+02   0.533244E+00  -0.727712E+00   0.186949E+05   0.187515E+01
  3090   0.193941E+02   0.533184E+00  -0.718760E+00   0.186755E+05   0.187418E+01
  3091   0.193279E+02   0.533178E+00  -0.709995E+00   0.186561E+05   0.187310E+01
  3092   0.192600E+02   0.533241E+00  -0.701405E+00   0.186368E+05   0.187192E+01
  3093   0.191927E+02   0.533351E+00  -0.693011E+00   0.186175E+05   0.187066E+01
  3094   0.191253E+02   0.533523E+00  -0.684792E+00   0.185981E+05   0.186933E+01
  3095   0.190577E+02   0.533735E+00  -0.676772E+00   0.185789E+05   0.186794E+01
  3096   0.189900E+02   0.534003E+00  -0.668936E+00   0.185596E+05   0.186650E+01
  3097   0.189229E+02   0.534327E+00  -0.661293E+00   0.185403E+05   0.186503E+01
  3098   0.188549E+02   0.534698E+00  -0.653844E+00   0.185211E+05   0.186354E+01
  3099   0.187875E+02   0.535119E+00  -0.646588E+00   0.185019E+05   0.186205E+01
  3100   0.187200E+02   0.535588E+00  -0.639527E+00   0.184827E+05   0.186055E+01
  3101   0.186523E+02   0.536099E+00  -0.632663E+00   0.184635E+05   0.185907E+01
  3102   0.185852E+02   0.536666E+00  -0.625994E+00   0.184444E+05   0.185760E+01
  3103   0.185172E+02   0.537268E+00  -0.619523E+00   0.184253E+05   0.185614E+01
  3104   0.184498E+02   0.537919E+00  -0.613258E+00   0.184061E+05   0.185468E+01
  3105   0.183823E+02   0.538611E+00  -0.607184E+00   0.183871E+05   0.185323E+01
  3106   0.183147E+02   0.539345E+00  -0.601310E+00   0.183680E+05   0.185178E+01
  3107   0.182476E+02   0.540113E+00  -0.595629E+00   0.183489E+05   0.185033E+01
  3108   0.181804E+02   0.540938E+00  -0.590157E+00   0.183299E+05   0.184887E+01
  3109   0.181131E+02   0.541782E+00  -0.584872E+00   0.183109E+05   0.184740E+01
  3110   0.180464E+02   0.542661E+00  -0.579798E+00   0.182919E+05   0.184591E+01
  3111   0.179795E+02   0.543581E+00  -0.574912E+00   0.182729E+05   0.184441E+01
  3112   0.179125E+02   0.544535E+00  -0.570239E+00   0.182540E+05   0.184290E+01
  3113   0.178454E+02   0.545516E+00  -0.565764E+00   0.182350E+05   0.184136E+01
  3114   0.177789E+02   0.546523E+00  -0.561488E+00   0.182161E+05   0.183979E+01
  3115   0.177123E+02   0.547565E+00  -0.557404E+00   0.181972E+05   0.183820E+01
  3116   0.176478E+02   0.548641E+00  -0.553513E+00   0.181783E+05   0.183657E+01
  3117   0.175817E+02   0.549744E+00  -0.549831E+00   0.181595E+05   0.183491E+01
  3118   0.175162E+02   0.550859E+00  -0.546344E+00   0.181407E+05   0.183321E+01
  3119   0.174506E+02   0.552008E+00  -0.543059E+00   0.181218E+05   0.183147E+01
  3120   0.173856E+02   0.553183E+00  -0.539971E+00   0.181030E+05   0.182968E+01
  3121   0.173205E+02   0.554378E+00  -0.537073E+00   0.180843E+05   0.182785E+01
  3122   0.172582E+02   0.555592E+00  -0.534372E+00   0.180655E+05   0.182597E+01
  3123   0.171936E+02   0.556818E+00  -0.531863E+00   0.180468E+05   0.182403E+01
  3124   0.171297E+02   0.558063E+00  -0.529547E+00   0.180280E+05   0.182204E+01
  3125   0.170641E+02   0.559335E+00  -0.527423E+00   0.180093E+05   0.181998E+01
  3126   0.170014E+02   0.560619E+00  -0.525493E+00   0.179907E+05   0.181786E+01
  3127   0.169379E+02   0.561922E+00  -0.523757E+00   0.179720E+05   0.181567E+01
  3128   0.168749E+02   0.563229E+00  -0.522203E+00   0.179534E+05   0.181342E+01
  3129   0.168127E+02   0.564549E+00  -0.520837E+00   0.179347E+05   0.181109E+01
  3130   0.167503E+02   0.565880E+00  -0.519675E+00   0.179161E+05   0.180868E+01
  3131   0.166886E+02   0.567230E+00  -0.518682E+00   0.178975E+05   0.180620E+01
  3132   0.166268E+02   0.568585E+00  -0.517872E+00   0.178790E+05   0.180363E+01
  3133   0.165656E+02   0.569944E+00  -0.517247E+00   0.178604E+05   0.180098E+01
  3134   0.165050E+02   0.571307E+00  -0.516801E+00   0.178419E+05   0.179823E+01
  3135   0.164452E+02   0.572690E+00  -0.516548E+00   0.178234E+05   0.179540E+01
  3136   0.163844E+02   0.574069E+00  -0.516467E+00   0.178049E+05   0.179247E+01
  3137   0.163251E+02   0.575446E+00  -0.516552E+00   0.177864E+05   0.178944E+01
  3138   0.162657E+02   0.576826E+00  -0.516818E+00   0.177680E+05   0.178631E+01
  3139   0.162077E+02   0.578204E+00  -0.517251E+00   0.177496E+05   0.178307E+01
  3140   0.161496E+02   0.579586E+00  -0.517875E+00   0.177311E+05   0.177973E+01
  3141   0.160906E+02   0.580972E+00  -0.518645E+00   0.177127E+05   0.177627E+01
  3142   0.160338E+02   0.582341E+00  -0.519593E+00   0.176944E+05   0.177270E+01
  3143   0.159777E+02   0.583713E+00  -0.520703E+00   0.176760E+05   0.176901E+01
  3144   0.159208E+02   0.585090E+00  -0.521978E+00   0.176577E+05   0.176520E+01
  3145   0.158645E+02   0.586457E+00  -0.523417E+00   0.176394E+05   0.176127E+01
  3146   0.158089E+02   0.587805E+00  -0.525015E+00   0.176210E+05   0.175721E+01
  3147   0.157539E+02   0.589158E+00  -0.526763E+00   0.176028E+05   0.175302E+01
  3148   0.156996E+02   0.590500E+00  -0.528672E+00   0.175845E+05   0.174870E+01
  3149   0.156453E+02   0.591832E+00  -0.530734E+00   0.175663E+05   0.174424E+01
  3150   0.155916E+02   0.593153E+00  -0.532942E+00   0.175480E+05   0.173964E+01
  3151   0.155386E+02   0.594471E+00  -0.535305E+00   0.175298E+05   0.173489E+01
  3152   0.154863E+02   0.595763E+00  -0.537815E+00   0.175116E+05   0.173002E+01
  3153   0.154331E+02   0.597051E+00  -0.540466E+00   0.174935E+05   0.172503E+01
  3154   0.153822E+02   0.598321E+00  -0.543250E+00   0.174753E+05   0.171992E+01
  3155   0.153304E+02   0.599580E+00  -0.546174E+00   0.174572E+05   0.171472E+01
  3156   0.152800E+02   0.600812E+00  -0.549239E+00   0.174391E+05   0.170943E+01
  3157   0.152296E+02   0.602040E+00  -0.552429E+00   0.174210E+05   0.170406E+01
  3158   0.151799E+02   0.603241E+00  -0.555739E+00   0.174029E+05   0.169862E+01
  3159   0.151309E+02   0.604423E+00  -0.559182E+00   0.173848E+05   0.169313E+01
  3160   0.150818E+02   0.605585E+00  -0.562745E+00   0.173668E+05   0.168760E+01
  3161   0.150342E+02   0.606734E+00  -0.566426E+00   0.173488E+05   0.168203E+01
  3162   0.149866E+02   0.607856E+00  -0.570220E+00   0.173308E+05   0.167644E+01
  3163   0.149396E+02   0.608950E+00  -0.574126E+00   0.173128E+05   0.167085E+01
  3164   0.148926E+02   0.610023E+00  -0.578144E+00   0.172948E+05   0.166525E+01
  3165   0.148463E+02   0.611069E+00  -0.582267E+00   0.172769E+05   0.165966E+01
  3166   0.148007E+02   0.612093E+00  -0.586495E+00   0.172590E+05   0.165409E+01
  3167   0.147566E+02   0.613082E+00  -0.590813E+00   0.172410E+05   0.164856E+01
  3168   0.147124E+02   0.614056E+00  -0.595230E+00   0.172232E+05   0.164307E+01
  3169   0.146690E+02   0.615002E+00  -0.599745E+00   0.172053E+05   0.163764E+01
  3170   0.146255E+02   0.615911E+00  -0.604358E+00   0.171874E+05   0.163227E+01
  3171   0.145821E+02   0.616791E+00  -0.609040E+00   0.171696E+05   0.162699E+01
  3172   0.145415E+02   0.617649E+00  -0.613821E+00   0.171518E+05   0.162178E+01
  3173   0.144995E+02   0.618470E+00  -0.618678E+00   0.171340E+05   0.161668E+01
  3174   0.144589E+02   0.619253E+00  -0.623597E+00   0.171162E+05   0.161169E+01
  3175   0.144191E+02   0.620006E+00  -0.628593E+00   0.170984E+05   0.160682E+01
